"gene_id"	"cons100way"	"rank"	"Gene"	"BF_hct116"	"BF_hela"	"BF_gbm"	"BF_rpe1"	"BF_dld1"	"BF_a375_GeCKo"	"BF_hct116_shRNA"	"numTKOHits"	"gene_type"
"2792"	0.890361445783133	16884	"GNGT1"	-9.345	-2.292	NA	NA	NA	-8.51	-38.608	0	"nonfitness"
"10201"	0.889769182782283	16883	"NME6"	-6.061	-74.751	-21.451	-48.059	15.764	-6.082	-4.616	1	"fitness"
"23086"	0.889306358381503	16882	"EXPH5"	-70.773	-62.613	-21.626	-21.687	-11.032	3.711	-26.333	0	"nonfitness"
"130507"	0.889	16881	"UBR3"	-99.159	-68.328	-36.549	-56.752	-20.456	10.773	-29.672	0	"nonfitness"
"388569"	0.888636363636364	16880	"ZNF324B"	-63.394	-37.621	-7.606	-46.851	-8.83	-2.104	-15.104	0	"nonfitness"
"55301"	0.888181818181818	16879	"OLAH"	-35.701	-13.661	-15.668	-28.776	-14.89	-15.31	-13.95	0	"nonfitness"
"400713"	0.887951807228916	16878	"ZNF880"	-10.142	-8.28	NA	NA	NA	-2.586	NA	0	"nonfitness"
"5033"	0.887878787878788	16877	"P4HA1"	-74.179	-71.076	-17.987	-10.642	-20.431	-8.698	-29.47	0	"nonfitness"
"10827"	0.887738095238095	16876	"FAM114A2"	-14.506	-1.795	-16.15	-18.341	-9.601	-1.613	-35.731	0	"nonfitness"
"158401"	0.886363636363636	16875	"C9orf84"	-117.436	-42.119	-20.925	-30.839	-9.74	-7.084	NA	0	"nonfitness"
"10272"	0.884722222222222	16874	"FSTL3"	-100.645	-38.158	-24.82	-32.786	-8.131	-7.533	-13.263	0	"nonfitness"
"56652"	0.884033613445378	16873	"C10orf2"	181.023	60.562	59.397	81.53	49.115	11.964	-16.417	5	"core"
"92285"	0.883333333333333	16872	"ZNF585B"	5.082	8.609	NA	NA	NA	-7.534	-9.12	1	"fitness"
"55683"	0.881910492666416	16871	"KANSL3"	184.498	106.61	38.501	77.357	25.876	17.225	NA	5	"core"
"2852"	0.880152671755725	16870	"GPER"	-69.556	-23.279	-19.229	-15.153	-18.089	-4.903	NA	0	"nonfitness"
"84246"	0.879759519038076	16869	"MED10"	-45.821	-8.759	10.756	-0.615	-1.348	-8.303	NA	1	"fitness"
"158297"	0.878723404255319	16868	"FAM154A"	-98.657	-86.177	-31.526	-43.87	-11.901	-2.068	NA	0	"nonfitness"
"200539"	0.8775	16867	"ANKRD23"	-61.713	-41.191	-12.704	-19.953	-18.468	-7.706	NA	0	"nonfitness"
"26010"	0.876190476190476	16866	"SPATS2L"	-137.347	-72.474	-36.332	-42.909	-20.353	-1.433	0.234	0	"nonfitness"
"3082"	0.876	16865	"HGF"	-132.212	-50.543	-29.671	-52.752	-21.381	-1.012	NA	0	"nonfitness"
"2646"	0.875714285714286	16864	"GCKR"	-125.434	-41.393	-0.313	-24.011	-18.927	-15.753	1.41	0	"nonfitness"
"57228"	0.874603174603174	16863	"SMAGP"	-91.312	-43.211	-24.477	-30.904	-12.608	7.113	-20.464	0	"nonfitness"
"2861"	0.873880597014925	16862	"GPR37"	-125.018	-78.922	-16.774	-47.76	-11.312	-5.635	-8.121	0	"nonfitness"
"333"	0.873770491803279	16861	"APLP1"	-109.224	-62.581	-16.376	-12.572	-7.369	-12.864	-39.021	0	"nonfitness"
"55668"	0.873529411764706	16860	"GPATCH2L"	-107.612	-70.279	-14.164	-21.411	-12.006	NA	-16.232	0	"nonfitness"
"830"	0.87319587628866	16859	"CAPZA2"	7.455	-0.726	NA	NA	NA	3.569	-12.62	1	"fitness"
"27153"	0.872916666666667	16858	"ZNF777"	-95.07	-53.391	-9.477	-28.393	-0.747	-7.362	-5.21	0	"nonfitness"
"130540"	0.872857142857143	16857	"ALS2CR12"	-97.714	-57.305	-25.67	-40.636	-17.498	-7.574	NA	0	"nonfitness"
"221786"	0.87	16856	"FAM200A"	-20.94	-3.242	-6.261	-4.133	-4.336	-8.207	NA	0	"nonfitness"
"5540"	0.869047619047619	16855	"NPY4R"	-112.705	-17.837	-12.029	-29.321	-14.31	NA	-25.051	0	"nonfitness"
"440515"	0.868888888888889	16854	"ZNF506"	-39.945	-23.827	NA	NA	NA	3.709	NA	0	"nonfitness"
"10142"	0.86870897155361	16853	"AKAP9"	-125.04	-59.188	-25.319	-45.695	-22.131	-7.057	-34.927	0	"nonfitness"
"439996"	0.868493150684931	16852	"IFIT1B"	-36.607	-19.92	-13.865	-16.914	-7.672	-2.691	-18.719	0	"nonfitness"
"342898"	0.866071428571429	16851	"SYCN"	-67.361	-44.879	-21.346	-34.002	-18.327	-9.441	NA	0	"nonfitness"
"29803"	0.863703703703704	16850	"REPIN1"	-101.582	-64.422	-14.676	-36.703	-18.822	-2.565	-7.185	0	"nonfitness"
"53637"	0.862025316455696	16849	"S1PR5"	-42.915	-67.455	-26.485	-45.413	-12.952	-2.931	-13.047	0	"nonfitness"
"54467"	0.861052631578947	16848	"ANKIB1"	-96.089	-56.026	-5.482	-30.388	-13.934	-11.269	NA	0	"nonfitness"
"55315"	0.86	16847	"SLC29A3"	-127.567	-67.875	-1.826	-26.555	-5.303	-5.818	-42.501	0	"nonfitness"
"5260"	0.859375	16846	"PHKG1"	-69.537	-26.65	-8.157	-11.924	-8.736	-10.392	-16.434	0	"nonfitness"
"125115"	0.858352941176471	16845	"KRT40"	-94.386	-6.459	-15.194	-15.213	-14.061	-7.721	-27.604	0	"nonfitness"
"51684"	0.858333333333333	16844	"SUFU"	-23.709	-31.899	-11.104	-0.336	-19.324	-9.681	-40.264	0	"nonfitness"
"4477"	0.857575757575758	16843	"MSMB"	-7.095	-0.753	-12.267	-18.668	4.6	-11.891	-18.776	1	"fitness"
"730130"	0.855892034233048	16842	"TMEM229A"	-46.076	-52.007	18.48	-26.961	-14.163	-7.424	NA	1	"fitness"
"57828"	0.85578947368421	16841	"CATSPERG"	-29.105	-50.344	-9.254	-25.931	-10.909	-12.417	-0.217	0	"nonfitness"
"5305"	0.855454545454545	16840	"PIP4K2A"	-122.657	-60.597	-32.257	-17.587	-10.064	-7.765	-9.7	0	"nonfitness"
"2969"	0.8546875	16839	"GTF2I"	-3.973	-1.289	8.303	-18.279	-4.386	2.524	-30.393	1	"fitness"
"5587"	0.853333333333333	16838	"PRKD1"	-85.496	-58.13	-3.027	-37.347	-13.676	-16.423	-35.452	0	"nonfitness"
"9834"	0.853276231263383	16837	"KIAA0125"	-48.543	-38.219	-7.1	-9.157	1.51	NA	NA	0	"nonfitness"
"5001"	0.852112676056338	16836	"ORC5"	92.206	39.013	15.375	70.084	33.825	12.771	NA	5	"core"
"121214"	0.851931330472103	16835	"SDR9C7"	-113.318	-48.271	-6.154	-38.876	-14.105	-18.012	-1.363	0	"nonfitness"
"29969"	0.851111111111111	16834	"MDFIC"	-87.854	-52.145	-17.022	-10.74	-14.791	-9.447	-31.894	0	"nonfitness"
"50632"	0.850561797752809	16833	"CALY"	-73.92	-9.608	1.009	1.739	-14.002	-15.794	-8.874	0	"nonfitness"
"3604"	0.850273487773488	16832	"TNFRSF9"	-89.928	-52.692	-18.622	-36.217	-19.049	-11.369	-31.612	0	"nonfitness"
"813"	0.850135501355014	16831	"CALU"	-110.99	-58.68	-13.778	-39.065	-14.321	-5.39	-32.69	0	"nonfitness"
"494551"	0.85	16830	"WEE2"	-128.02	-78.168	-34.234	-58.957	-17.133	-7.144	NA	0	"nonfitness"
"1362"	0.849771689497717	16829	"CPD"	-45.892	-67.993	-25.708	-37.313	-18.326	-2.532	-31.673	0	"nonfitness"
"51182"	0.846363636363636	16828	"HSPA14"	188.487	10.869	42.945	60.572	27.528	16.447	2.605	4	"core"
"6527"	0.845313653136531	16827	"SLC5A4"	-80.197	-63.716	-20.533	-40.717	-11.557	-15.048	-7.678	0	"nonfitness"
"122011"	0.844984447900467	16826	"CSNK1A1L"	-20.914	-11.084	-14.139	-8.411	-10.085	-9.107	-5.145	0	"nonfitness"
"4791"	0.84421052631579	16825	"NFKB2"	-72.654	-38.99	-25.828	-36.391	-21.981	-14.241	-2.562	0	"nonfitness"
"146691"	0.843355119825708	16824	"TOM1L2"	-105.23	-83.984	-26.174	-16.812	-12.907	-12.207	-8.637	0	"nonfitness"
"146845"	0.842826552462527	16823	"WDR16"	-88.172	-91.118	-26.163	-43.942	-19.413	-7.179	NA	0	"nonfitness"
"146705"	0.842424242424242	16822	"ENTHD2"	-131.339	-81.181	-39.647	-47.61	-15.841	NA	NA	0	"nonfitness"
"158067"	0.842016806722689	16821	"AK8"	-64.842	-15.452	-21.419	-38.09	-10.826	-10.766	-19.979	0	"nonfitness"
"80006"	0.841693173476878	16820	"TRAPPC13"	7.141	-19.115	7.841	9.365	-9.431	NA	0.075	3	"core"
"50617"	0.841605839416058	16819	"ATP6V0A4"	-90.349	-19.136	-22.941	-26.775	-21.772	-0.757	-9.31	0	"nonfitness"
"55151"	0.840729819388131	16818	"TMEM38B"	-74.966	-69.334	-17.45	-19.271	-5.325	-14.017	-20.741	0	"nonfitness"
"158326"	0.840298507462687	16817	"FREM1"	-120.825	-83.375	-32.374	-51.885	-23.11	-3.042	-31.854	0	"nonfitness"
"115426"	0.839769277474195	16816	"UHRF2"	-69.209	-24.821	-31.216	-34.027	-17.72	-6.302	-18.178	0	"nonfitness"
"65988"	0.839344262295082	16815	"ZNF747"	-116.93	-71.531	-36.56	-39.014	-19.278	-7.95	-16.249	0	"nonfitness"
"55118"	0.839090909090909	16814	"CRTAC1"	-159.008	-75.562	-31.343	-30.856	-15.028	-5.88	-24.026	0	"nonfitness"
"2913"	0.837692307692308	16813	"GRM3"	-65.369	-19.132	-15.594	-38.369	-7.681	-7.718	-12.664	0	"nonfitness"
"10501"	0.837662337662338	16812	"SEMA6B"	-61.84	-52.597	-13.174	-7.457	-6.49	-11.501	-22.724	0	"nonfitness"
"342909"	0.837647058823529	16811	"ZNF284"	-13.751	-14.955	-2.358	-11.058	-3.778	-8.218	NA	0	"nonfitness"
"1497"	0.83728813559322	16810	"CTNS"	-87.72	-61.515	-22.279	-41.362	-12.636	-3.524	-30.424	0	"nonfitness"
"54805"	0.837272727272727	16809	"CNNM2"	-70.995	-33.126	-11.482	-30.6	-19.328	-12.112	-6.452	0	"nonfitness"
"54808"	0.83658038147139	16808	"DYM"	-138.523	-57.776	-28.675	-38.731	-18.2	1.462	-20.763	0	"nonfitness"
"54708"	0.836363636363636	16807	"MARCH5"	-103.918	15.932	-5.882	-39.231	-20.598	-10.982	-37.363	1	"fitness"
"146722"	0.834800838574423	16806	"CD300LF"	-92.064	-31.972	-18.818	-56.603	-17.581	-9.547	-20.831	0	"nonfitness"
"57452"	0.834335785374297	16805	"GALNT16"	-93.803	-67.183	-26.279	-22.041	-15.402	NA	-17.269	0	"nonfitness"
"55237"	0.834090909090909	16804	"VRTN"	-88.517	-45.92	-15.238	-55.75	-6.855	NA	-36.326	0	"nonfitness"
"146853"	0.833891213389121	16803	"C17orf50"	51.842	-33.956	-23.113	28.023	-3.524	-2.111	NA	2	"fitness"
"51322"	0.833636363636364	16802	"WAC"	-99.926	-27.065	-27.934	-20.505	-20.487	15.012	-12.018	0	"nonfitness"
"57149"	0.831884057971015	16800	"LYRM1"	-31.277	-10.008	-21.163	-41.426	-16.335	-6.897	-21.7	0	"nonfitness"
"79867"	0.831884057971015	16800	"TCTN2"	-56.812	1.683	0.068	-1.547	-8.16	-12.512	-24.919	0	"nonfitness"
"80067"	0.831874662344678	16799	"DCAF17"	-67.892	-48.637	-12.887	-51.977	-14.241	-3.998	10.714	0	"nonfitness"
"4850"	0.831775700934579	16798	"CNOT4"	-42.309	24.423	-3.953	-24.151	-2.194	-14.483	-12.765	1	"fitness"
"113451"	0.829911699779249	16797	"ADC"	-86.135	-34.758	-30.663	-26.373	-13.267	-9.713	NA	0	"nonfitness"
"1270"	0.82969837587007	16796	"CNTF"	-99.636	-27.799	-11.291	-16.865	-13.329	-12.653	-21.852	0	"nonfitness"
"3191"	0.829508196721311	16795	"HNRNPL"	23.856	13.333	-6.136	-10.17	1.439	-1.977	12.255	1	"fitness"
"100144748"	0.828701406120761	16794	"KLLN"	-58.45	-4.599	-22.745	-2.509	-11.327	-4.775	NA	0	"nonfitness"
"55749"	0.828571428571429	16793	"CCAR1"	-5.882	14.173	-4.977	-27.756	-16.174	6.773	-21.087	0	"nonfitness"
"54763"	0.826809557273366	16792	"ROPN1"	-36.731	22.733	-5.073	9.668	-3.412	NA	NA	2	"fitness"
"79837"	0.825510204081633	16791	"PIP4K2C"	-68.812	-12.917	-2.839	-51.391	2.996	-13.842	-36.878	0	"nonfitness"
"4846"	0.825438596491228	16789	"NOS3"	-52.108	-75.17	-9.067	-17.662	-11.282	-6.961	-23.753	0	"nonfitness"
"57407"	0.825438596491228	16789	"NMRAL1"	-96.52	-53.676	-26.234	-3.164	-7.566	-6.231	-33.34	0	"nonfitness"
"124935"	0.824883720930232	16788	"SLC43A2"	-111.756	-33.52	-24.698	-33.076	-4.548	-12.518	NA	0	"nonfitness"
"113655"	0.824657534246575	16787	"MFSD3"	-38.321	-4.849	-13.728	-16.266	-10.494	5.081	NA	0	"nonfitness"
"5732"	0.824444444444444	16786	"PTGER2"	-121.747	-56.464	-26.602	-37.77	-17.605	-3.189	-32.115	0	"nonfitness"
"55640"	0.824264705882353	16785	"FLVCR2"	-56.177	-66.356	16.809	-51.986	-17.604	-12.866	-41.196	1	"fitness"
"51196"	0.823636363636364	16784	"PLCE1"	-126.815	-74.992	-23.81	5.722	-16.228	-2.243	-20.766	0	"nonfitness"
"55643"	0.823595505617978	16783	"BTBD2"	-102.827	-43.289	-7.325	-9.406	-17.984	-8.401	NA	0	"nonfitness"
"169355"	0.8234375	16782	"IDO2"	-114.724	-60.075	-30.293	-30.845	-11.658	NA	NA	0	"nonfitness"
"51455"	0.823406302622083	16781	"REV1"	15.128	25.121	-22.94	-23.81	-3.036	-12.559	-21.476	2	"fitness"
"28969"	0.822131147540984	16780	"BZW2"	-109.331	-74.833	-16.952	-39.196	-12.376	-3.484	-36.336	0	"nonfitness"
"50489"	0.821428571428571	16779	"CD207"	-24.607	-27.915	-12.475	-49.798	-8.694	NA	0.591	0	"nonfitness"
"7535"	0.821354166666667	16778	"ZAP70"	-119.65	-50.875	-22.901	-37.083	-13.474	-23.821	-26.207	0	"nonfitness"
"125206"	0.820823798627002	16777	"SLC5A10"	-72.383	-61.97	-27.452	-26.419	-8.916	-4.647	-20.714	0	"nonfitness"
"64601"	0.820492079541625	16776	"VPS16"	-30.756	16.294	-7.571	-16.283	-4.468	0.442	-25.644	1	"fitness"
"1453"	0.820255863539446	16775	"CSNK1D"	-78.812	-70.126	-34.369	-54.075	-14.858	-8.059	0.357	0	"nonfitness"
"55632"	0.819548872180451	16774	"G2E3"	-2.56	-19.272	-6.914	NA	-3.633	-6.797	-22.353	0	"nonfitness"
"53354"	0.818823529411765	16773	"PANK1"	-59.74	-50.315	-24.618	-24.294	-14.537	-17.619	-28.256	0	"nonfitness"
"124912"	0.818708240534521	16772	"SPACA3"	-80.849	-32.138	-11.819	-37.307	-11.16	-8.696	NA	0	"nonfitness"
"54536"	0.817777777777778	16771	"EXOC6"	-102.816	-67.826	-13.23	-42.027	-13.771	0.516	-43.578	0	"nonfitness"
"29923"	0.816666666666667	16770	"HILPDA"	-45.98	-21.939	-16.36	-13.844	-12.53	-3.021	NA	0	"nonfitness"
"143458"	0.815934475055845	16769	"LDLRAD3"	-105.927	-30.316	-17.69	-49.886	-16.728	-4.199	-3.092	0	"nonfitness"
"26505"	0.815873015873016	16768	"CNNM3"	-29.291	-31.093	-14.366	-6.241	-14.534	-7.676	-1.694	0	"nonfitness"
"442721"	0.815328467153285	16767	"LMOD2"	-68.492	-71.859	-28.233	-20.937	-6.334	-2.877	NA	0	"nonfitness"
"55218"	0.814084507042254	16766	"EXD2"	-90.646	-67.947	-29.26	-43.522	-19.213	-15.738	-34.992	0	"nonfitness"
"4057"	0.814042553191489	16765	"LTF"	-57.501	-59.312	-20.151	-39.261	-13.176	-9.619	-39.292	0	"nonfitness"
"1655"	0.813165266106443	16764	"DDX5"	119.339	102.875	2.893	56.28	3.097	18.266	15.405	3	"core"
"124961"	0.813103448275862	16763	"ZFP3"	-23.958	-20.205	-19.253	-29.519	-10.711	-2.348	-8.336	0	"nonfitness"
"121053"	0.812307692307692	16762	"C12orf45"	52.557	72.91	61.896	71.993	21.862	12.394	-17.519	5	"core"
"51650"	0.811458333333333	16761	"MRPS33"	14.336	6.517	NA	NA	NA	-6.131	-12.446	1	"fitness"
"55454"	0.81038961038961	16760	"CSGALNACT2"	-38.855	-24.258	-9.787	-29.447	-2.017	-15.177	-13.831	0	"nonfitness"
"84203"	0.81027397260274	16759	"TXNDC2"	-60.4	-40.243	-21.626	-17.784	-14.307	-14.575	NA	0	"nonfitness"
"3385"	0.808888888888889	16758	"ICAM3"	-111.326	-49.528	-18.426	-7.914	-5.962	-2.913	-41.741	0	"nonfitness"
"127262"	0.808690228690229	16757	"TPRG1L"	-63.06	-33.593	-24.305	5.413	-17.246	2.083	NA	0	"nonfitness"
"144100"	0.808296296296296	16756	"PLEKHA7"	-130.912	-49.748	-32.665	-42.704	-14.86	-22.272	-31.789	0	"nonfitness"
"23542"	0.807858723264771	16755	"MAPK8IP2"	-100.629	9.914	-5.996	-39.096	-6.67	NA	-25.109	0	"nonfitness"
"5551"	0.8075	16754	"PRF1"	-89.946	-58.695	-22.292	-17.82	-13.284	-14.458	-14.531	0	"nonfitness"
"3110"	0.807299270072993	16753	"MNX1"	-75.825	-44.307	-0.054	-42.38	-13.929	-13.631	-8.46	0	"nonfitness"
"400954"	0.806726327944573	16752	"EML6"	-69.83	-18.159	-19.506	-20.241	-2.559	-9.348	NA	0	"nonfitness"
"815"	0.806586826347305	16751	"CAMK2A"	-122.461	-60.923	-12.018	-37.096	-17.267	-3.937	-32.574	0	"nonfitness"
"79772"	0.806454918032787	16750	"MCTP1"	-73.063	-37.815	-22.001	-31.135	-13.156	-1.068	-40.176	0	"nonfitness"
"92196"	0.805888223552894	16749	"DAPL1"	-16.602	-7.642	NA	NA	NA	-7.177	-14.781	0	"nonfitness"
"90121"	0.805335786568537	16748	"TSR2"	192.715	104.1	31.673	36.445	12.716	5.019	NA	5	"core"
"353355"	0.803225806451613	16747	"ZNF233"	-78.765	-57.89	-19.589	-25.554	-9.312	-0.6	-23.133	0	"nonfitness"
"23179"	0.803097345132743	16746	"RGL1"	-56.488	-51.603	-5.58	-28.593	-10.367	-17.954	-12.207	0	"nonfitness"
"130557"	0.802985074626866	16745	"ZNF513"	-90.421	-63.214	-32.996	-14.542	-7.528	14.468	-14.403	0	"nonfitness"
"124817"	0.802696629213483	16744	"CNTD1"	-91.705	-42.024	-23.018	-38.296	-14.687	-16.256	-19.567	0	"nonfitness"
"50674"	0.802380952380952	16743	"NEUROG3"	-72.362	-38.683	-28.58	-20.038	-15.71	NA	-15.677	0	"nonfitness"
"5125"	0.801716417910448	16742	"PCSK5"	-128.492	-85.329	-40.327	-46.756	-20.634	-7.865	-24.384	0	"nonfitness"
"2770"	0.801550387596899	16741	"GNAI1"	-55.2	4.455	-17.08	-20.177	-7.575	-5.305	-15.847	0	"nonfitness"
"5408"	0.801408450704225	16740	"PNLIPRP2"	-64.07	-81.18	-38.262	-30.936	-3.305	NA	-11.663	0	"nonfitness"
"1819"	0.801089918256131	16739	"DRG2"	-6.944	-58.677	-8.447	18.765	0.52	-30.676	-24.909	1	"fitness"
"51314"	0.801041666666667	16738	"NME8"	-75.715	-23.391	-31.495	-58.463	-9.362	-1.659	-31.727	0	"nonfitness"
"124930"	0.800896860986547	16737	"ANKRD13B"	-44.749	-33.427	4.778	20.834	-4.145	-9.025	-10.497	2	"fitness"
"816"	0.8	16736	"CAMK2B"	-93.332	-84.731	-28.231	-57.807	-22.67	-2.35	-29.944	0	"nonfitness"
"55810"	0.799728260869565	16735	"FOXJ2"	-92.521	-26.517	-36.734	4.959	-15.07	-9.421	-33.361	0	"nonfitness"
"6137"	0.798901098901099	16734	"RPL13"	85.12	33.175	38.59	48.858	17.729	16.042	21.14	5	"core"
"15"	0.798876404494382	16733	"AANAT"	-121.296	-38.33	-8.689	-45.325	-10.275	-12.955	-9.03	0	"nonfitness"
"51078"	0.798684210526316	16732	"THAP4"	-100.917	-82.579	-26.737	-55.72	-19.831	-16.773	-22.658	0	"nonfitness"
"1801"	0.798351648351648	16731	"DPH1"	23.579	-14.677	25.019	16.971	46.639	-1.768	-22.908	4	"core"
"374875"	0.796470588235294	16730	"HSD11B1L"	5.486	-66.788	-3.863	9.107	-5.506	-27.116	-22.96	2	"fitness"
"5641"	0.796103896103896	16729	"LGMN"	-92.043	-47.827	-25.816	-30.26	-18.679	6.519	-33.016	0	"nonfitness"
"116534"	0.795962551199532	16728	"MRGPRE"	-91.035	-13.825	-5.787	-30.209	1.272	-7.073	NA	0	"nonfitness"
"10053"	0.794949494949495	16727	"AP1M2"	-59.915	-75.241	-33.337	-39.698	-13.801	-2.791	-26.376	0	"nonfitness"
"220323"	0.794642857142857	16726	"OAF"	-46.957	-42.381	-17.794	-21.881	2.996	-11.247	-25.496	0	"nonfitness"
"55234"	0.794105691056911	16725	"SMU1"	60.65	46.541	-3.367	-4.137	-3.482	19.603	-19.805	2	"fitness"
"26003"	0.793055555555556	16724	"GORASP2"	-87.946	-29.943	-12.309	-42.336	-9.543	-0.866	-15.808	0	"nonfitness"
"26275"	0.792307692307692	16723	"HIBCH"	-77.634	-21.269	-15.846	-22.309	-9.4	-11.276	-33.734	0	"nonfitness"
"6361"	0.790909090909091	16722	"CCL17"	-17.854	-4.247	-9.772	-10	-6.035	-0.813	-20.822	0	"nonfitness"
"1140"	0.789397089397089	16721	"CHRNB1"	-99.659	-46.735	-31.167	-46.158	-13.756	-11.011	-20.172	0	"nonfitness"
"5663"	0.789285714285714	16720	"PSEN1"	-62.565	-27.804	-28.453	-32.248	-15.239	-4.127	-13.775	0	"nonfitness"
"10362"	0.789010989010989	16719	"HMG20B"	-69.635	-34.118	-19.949	-32.667	-14.747	-13.236	-24.424	0	"nonfitness"
"374879"	0.788235294117647	16718	"ZNF699"	-57.995	-38.95	-17.987	-18.052	-14.525	-4.737	NA	0	"nonfitness"
"147111"	0.788010899182561	16717	"NOTUM"	-72.629	-36.31	-17.757	-38.703	-16.085	-5.107	-34.574	0	"nonfitness"
"57060"	0.787688821752266	16716	"PCBP4"	-47.498	39.305	-0.682	-26.801	-11.242	-8.21	-24.451	1	"fitness"
"54542"	0.786734693877551	16715	"RC3H2"	-80.492	-40.138	-35.408	-44.079	-17.858	-17.064	-24.559	0	"nonfitness"
"28988"	0.786507936507936	16714	"DBNL"	-48.404	-53.865	-4.893	-26.588	-10.404	-6.352	-23.817	0	"nonfitness"
"253935"	0.786444212721585	16713	"ANGPTL5"	-49.171	-10.51	3.141	12.427	-5.48	-8.973	NA	1	"fitness"
"9331"	0.786251446201311	16712	"B4GALT6"	-27.518	-9.018	-26.202	-26.261	-11.267	4.921	-9.073	0	"nonfitness"
"6687"	0.785915492957747	16711	"SPG7"	-142.73	-71.646	-19.48	-47.366	-9.735	1.189	-36.211	0	"nonfitness"
"140775"	0.78458244111349	16710	"SMCR8"	-113.131	-61.93	-33.366	-18.372	-18.997	-6.129	-29.512	0	"nonfitness"
"54838"	0.784545454545455	16709	"WBP1L"	-11.311	-14.723	-11.843	-16.85	-10.032	1.021	-27.43	0	"nonfitness"
"5721"	0.784	16708	"PSME2"	-30.895	-12.531	-12.684	-14.44	-6.752	-5.217	-28.768	0	"nonfitness"
"5209"	0.78348623853211	16707	"PFKFB3"	-96.912	-51.353	-18.838	-36.182	-13.972	-8.185	-5.142	0	"nonfitness"
"92283"	0.782758620689655	16706	"ZNF461"	-64.046	-33.36	-12.437	-31.955	-13.5	-6.235	-20.844	0	"nonfitness"
"143684"	0.782671755725191	16705	"FAM76B"	-4.415	-3.289	12.872	-20.654	-5.12	-4.905	-15.464	1	"fitness"
"124808"	0.781922196796339	16704	"CCDC43"	-48.379	-39.764	-2.154	-37.473	-7.998	-6.639	NA	0	"nonfitness"
"124751"	0.781776765375854	16703	"KRBA2"	-89.805	-44.609	-6.507	-36.13	-14.595	-11.646	-28.83	0	"nonfitness"
"26496"	0.781473456121343	16702	"OR10A3"	-50.143	-8.271	-1.61	-18.444	-6.971	-6.681	NA	0	"nonfitness"
"55016"	0.781318681318681	16701	"MARCH1"	-68.822	-36.382	-27.681	-7.16	-9.204	NA	-23.29	0	"nonfitness"
"23521"	0.780769230769231	16700	"RPL13A"	-2.308	-23.771	0.965	9.211	-4.279	16.672	33.954	1	"fitness"
"114804"	0.78	16698	"RNF157"	-119.886	-68.865	-26.999	-52.898	-15.957	-9.566	-6.974	0	"nonfitness"
"285989"	0.78	16698	"ZNF789"	-97.619	-25.286	43.083	-15.422	-8.831	-7.372	NA	1	"fitness"
"51008"	0.777380952380952	16697	"ASCC1"	-74.312	-25.795	-17.267	-34.694	-10.46	-6.319	-36.562	0	"nonfitness"
"390980"	0.776964980544747	16696	"ZNF805"	-55.896	-55.412	-20.48	-29.551	-13.211	-15.118	-24.031	0	"nonfitness"
"10048"	0.776271186440678	16695	"RANBP9"	-104.825	-32.082	-20.902	-36.92	-10.118	-9.892	8.61	0	"nonfitness"
"157807"	0.776146788990826	16694	"CLVS1"	-114.211	-57.019	-27.465	-47.813	-21.221	-9.383	-31.955	0	"nonfitness"
"146862"	0.775806451612903	16693	"UNC45B"	-79.41	-48.391	-31.378	-9.615	-18.587	-7.022	NA	0	"nonfitness"
"162514"	0.774866310160428	16692	"TRPV3"	-102.779	-7.202	-28.577	-2.566	-16.171	-3.494	-15.583	0	"nonfitness"
"80775"	0.773792316470141	16691	"TMEM177"	-61.639	-39.59	-9.31	-2.04	-8.264	0.232	-27.29	0	"nonfitness"
"503542"	0.773611111111111	16690	"SPRN"	-70.366	-53.018	-3.385	-16.085	-13.712	-7.142	NA	0	"nonfitness"
"124739"	0.773478260869565	16689	"USP43"	-12.486	-52.192	-26.937	-31.484	-14.519	-4.144	NA	0	"nonfitness"
"2887"	0.771957671957672	16688	"GRB10"	-94.805	-41.838	2.655	-16.149	4.541	-9.708	-18.973	1	"fitness"
"10172"	0.771428571428571	16686	"ZNF256"	-81.926	-59.248	-19.123	-25.59	-18.568	-4.493	-7.5	0	"nonfitness"
"56899"	0.771428571428571	16686	"ANKS1B"	-80.511	-97.889	-30.937	-28.431	-0.558	-18.237	NA	0	"nonfitness"
"121256"	0.770686070686071	16685	"TMEM132D"	-91.002	-76.379	-31.273	-46.236	-13.753	-9.488	-24.3	0	"nonfitness"
"26058"	0.767669172932331	16684	"GIGYF2"	-154.714	-81.124	-21.919	-27.584	-0.987	-6.878	-38.295	0	"nonfitness"
"29960"	0.767175572519084	16683	"FTSJ2"	-27.427	-78.246	-17.216	-17.795	-17.867	-0.053	-1.711	0	"nonfitness"
"5348"	0.767088607594937	16682	"FXYD1"	-30.231	-34.698	-11.472	-21.411	-7.191	-1.016	-4.266	0	"nonfitness"
"4298"	0.766901408450704	16681	"MLLT1"	-73.392	-34.792	-3.766	-37.416	-9.539	-10.071	-14.701	0	"nonfitness"
"3383"	0.766666666666667	16680	"ICAM1"	-50.393	-60.38	-8.52	-17.728	-12.43	-4.598	-22.353	0	"nonfitness"
"27342"	0.766417910447761	16679	"RABGEF1"	-24.253	-3.098	8.552	0.499	-6.402	17.382	-13.289	1	"fitness"
"83942"	0.765828443699357	16678	"TSSK1B"	-108.349	-63.86	-24.711	-19.998	-19.308	-5.575	-16.932	0	"nonfitness"
